What is NOT true about Fundamentals of software process improvement | Software process improvement is not necessary because it makes software development cost more
In a __________ project, the system-as-is already offers software solutions; the software-to-be needs to intergrate, improve, adapt or extend such solutions | brown
questions should be used while writing a requirements document | way
What should we do in the stakeholder analysis stage of RE | dai nhat
A systematic process of managing conficts has the tages: Identify overlapping stament, Generate conflict resulutions . Which of the following item is a correct order of the process | I D G E
The domain understanding and requirements elicitation stage involves a great deal of knowledge acquisition | dai nhat
is not a criterion of stakeholder selection | issues
questions is in the checklist used for verifying "Unfeasibility" | is this RD
advantages of free documentation in unrestricted natural language are correct | e.g
is a standard technique for structuring complex if-then condition | table
At higher levels, there are coarser-grained goals stating_______related to the business or organisation | strategic
When we are unfamiliar with system-as-is, we may need to acquire knowledge through the following ways | dai nhat
is a prscriptive statement to be enforced by software-to-be, possibly in cooperation with other system components, and formulated in terms of environment phenomena | system
about local rules on writing statements in requirements document | make
activities should NOT be done in "Change Initiation" | maintains
not a reason for goals being so important in the RE process | analysis
are correct inputs of the specification and documentation | system-to-be
Which the following is NOT a strength of group sessions technique? | Group sessions can be used to get contextualization of information
_____techniques reply more on specific types of artifact to support the elicitation process | Artefact-driven
Which of the following is the systen as it should be when the machine will be built and operated in it | system-to-be
______is the requirement document item,which cannot be realistically implemented within assigned budget,schedule,or development platform | Unfeasibiily
Which of the following is NOT stage of requirement engineering process | Requirement Traceability
which of the following is the system that exists before the machine is built into it | system-as-is
the following are obstacles to effective knowledge acquisition from stakeholders,EXCEPT | Interacting whith stakeholders
Requirement engineering is | the processes involed in developing system requirement
Which of the follwing is NOT a stakehoder-driven elicitation techniques | Interview
Components pertaining to the machine's surrounding world will form | Evironment of software-to-be
The larget of______is a set of low-risks,conflict-free requirements and asssumptions that stakeholders agree on | Requirements Validation
Which of the following items is NOT a step of Value-cost prioritization process | Build comparison matrix
the following criteria are used for selecting sample stakeholders,EXCEPT ? | Ability of creating prototypes for system-to-be
In a___project,a software solution is developed to address the actual needs of one specifict customer in the context of one specific organization | customer-driven
which of the following items is NOT a step in the process of risk management with DDP for RE | Quantitative reasoning for evaluating options
Which of the following canbe helful eliciting non-functional requirements related to usability,performance,and costs | Data Collection
_____addresses the assigment of responsibilities for archieving the objectives,services,and constraints among the components of the system-to-be | the WHO dimension
Which of the following is a skill required for interacting with stakeholders | knowledge reformulation
Which of the following are NOT exploring risk countermeasures technique | Reusing know countermeasures
Which of the following is NOT a concept-driven acquisition technique | Interview
Which of the following items is NOT a type of inconsistency of requirements | inconsistency management
_____refer to"the contextual reasons for a new version of a system must be made explicit in terms of objecttives" to be satisfied by" | the WHY demension
which of the following is used to explore how the sysem-as-is is running | card sort & repertory grid
Assumed that risk(r) only cause one consequence(c).Give Likelihood(c)=0.7,Severity(c)=5,cost(cm)=0.6.Exposure(r)=? | 3.5
Fast responds:(Significanse weighting:0.30;Option 1 score:0.40) | 0.55
_____state properties about the system that hold regardless of how the system behaves.Such properties hold typically because | Descriptive statements
____These are statement that cannot be satisfied when together, their logical conjunction evaluates to flase in all circumtances | Strong conflic
_____state desirable properties abot the system that may hold or not depending on how system behaves | Prescriptive statements
____show static and dynamic aspects of user-software interaction | A suser interface prototypes
The goals of ___ is to reduce high-exposure risks through coutermeasures | Risk control
The goals of risk assessment it to assess likehood of risk,___,likehood of consequence,to control high-priority risk | risk severity
the following statement is an example of ____ The same book copy cannot be borrowed by two different people at the same time | Presccriptive statement
Which of the following is an INCORRECT statements about the leaf nodes | They cannot be
Which of the followings captures the activities and data | SADT diagrams
form an effective technique | "Requirements inspection and reviews"
Because the requirements errors | FALSE
Which of the following modes of individual | Checklist-based and process-based
prescribe different types of | security goals
We can build refinement | HOW/WHY
Figure 4.10 show an event trace | controlled/monitored
Unlike domain properties | hypotheses
Figure 9 shows the | Divide-and-conquer refinement
The goal model captures | operationalization links
all the following questions should be in the checklist | Would there be alternative
Figure 10 shows the | milestone-driven
is captured by a sequence | Behavior
Which of the following statements is a "soft goal" | The meeting scheduler
Actigrams (Datagrams) declare | Control
The goals G1, G2 | {G1,G2,...,Gn, B , Dom}=false
ER diagram is made | Attributes
Which of the following activities should NOT be done | Each inspector
The multiplicity on one side of an association specifies the minimum and maximum number of object | this side
The association is also called under synonymous term | 'relationship'
A use case diagram provides an outline view of an operation model by showing the operations that an agent performs together with | operationalization links
An entity is | An instantaneous object
Goal obstruction propagates ______ along goal AND-refinement trees | bottom-up
In obstacle diagram, leaf obstacles are connected to countermeasure goals through | responsibility links
An agent is an ______ system component play a role in goal satisfaction | Active
Like in any risk management process, obstacle analysis is an iterarion of | Indentify - Assess - Control
A/an _______ is a discrete set of instances of a domain-specific concept that are manipulated by the modelled system | Object class
Goals and obstacles are dual | Goals
Which of the following can we base on to | Behavioral model
OR-refinement of obstacle O | {subO1,..., subOj+1,..., subOn, Dom}=O
A goal under the responsibility | Capabilities
Agent instances have individual behaviors captured by sequence of state transitions for the___that they control. | object attribute
In figure 11.4, what is the name of the annotation attached to the link between the aganet | Performance instance declaration
A goal G is correctly operationlized in to Op1, ...,Opn if and only if the specification Spec(Op1) | G/={Spec(Op1),..,Spec(Opn)}
The operation is not applied if a trigger condition becomes true in a state where the operation's domain pre-condition is not true | True
Which of the following conditions is NOT a statement about an obstacle to an assertion need to meet | O can be satisfied by some system behavior
Obstacles completeness can show about____and obstacle analysis may help elitcit and validate relevant domain properties | what we know about the domain and how adequate our knowledge is
In specialization, the object SubOb plays the role___whereas the object SuperOb plays the inverse role___ | Specializes/ Generalizes
The features shared by object instances include | object's definition,type,invidual attributes,associations,domain invariants
All of the following statements about local rules on writing statements in | Make sure that every concept
An obstacle is a pre-condition for | non-satisfation
The following questions should be in the checklist used for verifying | Poor structuring
Agent capabilities are defined in terms of the system variables | Monitor/control
Which of the following items are not exploring risk countermeasures techniques | Using design methodologies
All of the following statements about outputs of requirement | All general objectives, system requirement,software requirement
All of the following activities should NOT be done in "Change Initiation" | Maintains a wishlist of possible changes
All of the following activities should NOT be done in "Change Evaluation and prioritization" | Prioritize the accepted
____ addresses the assignment of responsibilities for | the WHO dimension
An operation model addresses the | WHAT-dimension
In "Traceability management process", which one of the following phases is | Establish traceability links
All of the following statements about background study techniques are correct EXCEPT? | An obvious strength of the technique is that it
All of the following activities should be done in "Change Consolidation" stage | Prioritize the accepted changes
A_____ is captured by a sequence of state transitions for | Behavior
The following questions should be in the checklist used for verifying | Over specification
Which of the following is not a reason for goals being so important | Goal do not provide anchors for risk
A state machine is represented in UML by a variant | State-chart
All of the following are correct inputs of the specification and | System-to-be- design documents
Which of the following statements about agent capabilities is wrong? | An agent monitor an association
An agent model captures the ___ dimension of requirements engineering | WHO
Which one of the following statements is the definition of "capability instance declaration" | Capability..... monitoring or control
which of the following í a helpful technique that is used for elicting non-functional requirements e.g. performance requirements | Data colection
All of the following actions,the review board need to do when reviewing changes of requirements EXCEPT | Maintains a wishlist of posible...
____prescibles intended behaviours where a target condition must sooner or later hold whenever some other condition holds in the | An achieve goal
The multiplicity on one side of an association specifies the minium and maximum number of object on___that may be associated | this side
All of the following questions should NOT be in the cheklist used for verifying"Over specification"defect type EXCEPT | Would there be alternative...
An(a)___ is a statement to be satisfied by the environment and formulated in tems of environmental | assumption
In obstacle diagram,leaf obstacles are connected to countermeasure goals through___ | Resolution links
There are following backwards of prototypes and mock-up technique,exceptfor | Can not understand implications
Which of the following statements is the definition of entity | None of the other
Which one of the following statements is the definition of "required trigger condition" | A required condition for a goal is a suffcient condition on the operation's
In a___project,the system-as-is already offers sofware solution;the software -to-be needsintegate, | Brownfield
The goal of rick assessment is to assess likehood of ricks,___,likelihood of consequences,to control high-priority ricks | risk severity
The following questions should be used while writing a requirements document EXCEPT | Can it be expressed in a comlex way
Which features dows Multi-view modeling framwork enforce system views satisfied | Consistency, completeness and complemenarity
What should we do in the stakeholder analysis stage of RE | Determine a representative sample of stakeholders based in their
A systematic process of managing conflicts has the stages;Identify overrlapping statements,generate | Identify,Detect,Generate,Evaluate
Which one of the following statements about package is false | The same of elements
A goal under the responsibility of an agent must be realizable by the agent in view of its___ | Capabulities
Which of the following statements about behavior model is false | Agent behaviors are made through scenarios or through state machines
Which one of the following statements is the definition of attribute | An attribute is an intrinsic feature of an object regardless of other objects in the model
Which of the following is not a criterion of stakeholder selection | Exposure to perceived
All of the following questions should be in the checklist used for verifying'Poor structuring"defect type EXCEPT | Would there ve alternative sensible choices
Which of the following question is in the checklist used for verifying"Unfeasibility" | Is this RD item
For stepwise refinement of state diagram,we may decompose a state into sequential or concurrent sub-states,In both cases,thefiner | Composite state
All of the following statements about advantages of free documentation in unrsestriced natural | There is no notable ambiguites
All of the following question should NOT be in the hecklist used for verifying"Ambiguity" | Can this statement be interpreted differently
____refer to"the contexttual reasons for a new version of a system must be made explicit in terms of objecttives"to be | the WHY dimension
A/an___is a discrete set of instances of a domain-specific concept that are mainpulated | Conceptual object
______refers to the use of goals for requirements eliciation,evaluation,elaboration, | Goal-oriented RE
Which of the following is a standard technique for structuring comlex if-then condition | Using decision table
At higher level,there are coarser-grained goals stating___related to the bussiness or the organisation | strategic objectibe
Which of the following is an elicitation technique that provides a concrete flavor of what | Prototypes and mock-ups
When we are unfamiliar with the system-as-is,we may need to acquire kmowledge through the following way EXCEPT | studying documents and reports of...
A(an)___is  prescriptive statement to be enforced by the software-to-be,possibly in cooperation with other system components | system requirement
The goals of___is to reduce high-exposure ricks through countermeasures | Rick control
In an operation model,an operation is annotated by individual features such as its___and its domain pre-and post-conditions | Signature
the system as it should be when the machine will be built and operated in it. | system-to-be
is the requirement document item, which cannot be realistically implemented within assigned budget, schedule, or development platform. | Unfeasibility
addresses the assignment of responsibilities for achieving the objectives, services, and constraints among the components of the system-to-be | the WHO dimension
statements state desirable properties about the system that may hold or not depending on how system behaves | Prescriptive
Statements state properties about the system that hold regardless of how the system behaves. Such properties hold typically because of some natural law or physical constraint. | Descriptive
is a discrete set of instances of a domain-specific concept that are manipulated by the modelled system | Conceptual object
scheme, the agent instance applies the operation when it is really obliged to do so; that is, when one of the operation’s required trigger conditions becomes true. | a lazy behavior
designates an object instance to which the operation applies. The state of this instance affects the application of the operation | Input variable
designates an object instance to which the operation acts. The state of this instance affects the application of the operation | Output variable
The phase “Individual reviewing”, inspectors reads the Requirem Document for defects | Free mode, process-based mode, checklist-based mode
is captured by a sequence of state transitions for the system items that the component control | Behavior
link may be introduced between an object Ob and objects PartOb1,… PartObn if every current instance of Ob is a tuple of current instances of PartOb1, …., PartObn. | aggregation
is a particular case of aggregation whether the composite object Ob and its parts PartObi appear and disappear together in the system. | composition
is the requirement document item, which stating a problem world feature in a way that can not be precisely compared with alternative options, or can not be tested or verified in machine solution. | Inadequacy
project, a brand new software solution is built from scratch to address problems with the system-as-is and exploit new opportunities from technology evolution or market conditions. | Greenfield
refer to "the contextual reasons for a new version of a system must be made explicit in terms of objectives" to be satisfied by | the WHY dimension
is a statement to be satisfied by the environment and formulated in terms of environmental phenomena | ass
project, the system-as-is already offers software solutions; the software-to-be needs to intergrate, improve, adapt or extend such solutions | brown
techniques reply more on specific types of artifact to support the elicitation process | Artefact-driven
is the requirement document item,which cannot be realistically implemented within assigned budget,schedule,or development platform | Unfeasibiily
project,a software solution is developed to address the actual needs of one specifict customer in the context of one specific organization | customer-driven
addresses the assigment of responsibilities for archieving the objectives,services,and constraints among the components of the system-to-be | the WHO dimension
refer to"the contextual reasons for a new version of a system must be made explicit in terms of objecttives" to be satisfied by" | the WHY demension
state properties about the system that hold regardless of how the system behaves.Such properties hold typically because | Descriptive statements
These are statement that cannot be satisfied when together, their logical conjunction evaluates to flase in all circumtances | Strong conflic
state desirable properties abot the system that may hold or not depending on how system behaves | Prescriptive statements
show static and dynamic aspects of user-software interaction | A suser interface prototypes
is a discrete set of instances of a domain-specific concept that are manipulated by the modelled system | Object class
addresses the assignment of responsibilities for | the WHO dimension
is captured by a sequence of state transitions for | Behavior
prescibles intended behaviours where a target condition must sooner or later hold whenever some other condition holds in the | An achieve goal
is a statement to be satisfied by the environment and formulated in tems of environmental | assumption
refer to"the contexttual reasons for a new version of a system must be made explicit in terms of objecttives"to be | the WHY dimension
is a discrete set of instances of a domain-specific concept that are mainpulated | Conceptual object
refers to the use of goals for requirements eliciation,evaluation,elaboration, | Goal-oriented RE
is  prescriptive statement to be enforced by the software-to-be,possibly in cooperation with other system components | system requirement
Which of the following is an elicitation technique that provides a concrete flavor of what the software will look like? | Prototypes and mock-ups
Which is not a concept-driven acquisition technique | Interview
Which is not a artefact-driven elicitation technique | Unstructured group sessions
Which is not an artefact-driven elicitation technique | Group sessions
Which is not a stakeholder-driven elicitation technique | Stakeholder analysis
In figure 10, the refinement graph is an instance of | Milestone-driven refinement pattern
diagram can be further detailed by indicating explicitly which component controls a shared phenomena | Problem
Which of the following questions are in the checklist used for verifying "Poor structuring" defect type (choose three)? | (sai) Would there be alternative sensible choices + Does this statement entail a premature design choice
Which of the following questions are in the checklist used for verifying "Over specification" defect type (choose two) | Would there be alternative sensible choices? + Does this statement entail a premature design choice?
Which one of the following statements is a “soft goal” | The meeting scheduler software should be easy to use by administrative
An entity is ___________. | None of the others
which of the following is not a rule for agent identification when building agent model | assignment to wisher
the object model plays the following roles in model-based software development except | it is used to estimate the cost of the project
which of the following provide a simple functional outline of the system-to-be | use-case diagrams
is a prescriptive statement to be satisfied by single environment agent | expectation
which of the following is not a rule for agent identification when building agent model | for a goal already..,review all the objects that
the following statement is true or false "positive scenario illustrates what should happen in term..system should cover" | true
are techniques that rely more on specific types of interaction with stakeholders | stakeholder-driven
which of the following capture positive scenarios by sequences of interactions | event trace diagrams
The following statement is true or false "prototypes can be used for user training.." | true
The following statement is true or false "the goal of scenarios technique is to acquire or validate info from concrete examples.." | false
in four-varable model, parnas stated that...are environmental quantities that software monitors through input devices such as sensors in a train control system | controlled variables
the following statement is true or false "ethnographic studies are particular case of passive observation where the requirements engineer tries, over long periods" | true
which of the following is what needs to be installed to solve the problem | the machine solution
which of the following is the type of the project, in which develops a product family | product-line
is developed for the target customer | single-product
the same company or consortium  is carrying out all project phases | in-house project
the development is carried out by subcontractors | outsourced project
one specific customer | customer-driven
potential needs of a whole market segment | market-driven
a brand new software solution | greenfield
the software-to-be needs to integrate, improve | brownfield
the following statements are correct to describe the necessaries to document identify-assess-control process, except | the documentation is needed for improvement of design and codes in the next phase
which of the following is not a risk-reduction tatic | drop lower priority
Avoid risk Reduce risk likelihood Reduce consequence likelihood Avoid risk consequence Mitigate risk consequence | risk-reduction tatic
Avoid boundary condition Restore conflicting statements Weaken conflicting statements Drop lower-priority statements Specialize conflict source or target | Conflict resolution tactics
is this concept precisely defined somewhere, are these definitions summarized in the glossary, is this objective operationalized ,are those requirements sufficient to ensure this objective, is there any additional hidden assumption, is the rationale for this requirement,if this requirement or assumption relates | omission
is this statement consistent with the system objectives,is this statement consistent with other related | contradiction
does this rd item formulate what stakeholder really expect | inadequacy
can this statement be interpreted differently in, what are the possible interpretation,are there other statements using this term | ambiguity
is there a fit criterion  associated with this quality requirement,is this fit criterion stated, cantest data be derived,is this statement stated in a way | unmeasurability
is this statement relevant to system objectives,does the negation of this statement make any sense, has this already been said without,are there any other statements using this concept | noise
does this statement entail a premature, would there be alternative sensible choices | overspecification
is this rd item implementable in view of infrastructure | unfeasibility
all of the following question should be in the checklist used for verifying "poor structuring" defect type, except | would there be alternative sensible choices
which of the following questions is in the checklists used for verifying "unfeasibility" defect type | is this rd item implementable.. budget or timing constraints
which of the following is not a reason for goals being so important in re process | goal do not provide anchors for risk analysis
All of the following are obstacles to good knowledge acquisition in identifying stakeholders stage, except | difficult study documents
an agent model of the system serves the following purpose, except? | it provides a basic for generation a glossary of terms
all of the following are usages of goal categories, except? | goal categories are using for refining goals
in four-variable model, parnas stated that.. are data items that software needs as input | input variables
all of the following are heuristic rules for later discovery of goals, except | refinement towards goal realizability
the following questions should be used while writing a requirements document except | can it be expressed in a complex way
all of the following describe the central role of goals in the requirements engineering process, except | goal refinement captures agent
which of the following is a helpful technique that is used for eliciting non-functional requirements | data collection
in the figure 8.28 , the goal refinement pattern | refinement towards goal realizability
Agent capabilities define the | monitored/controlled condition
all of the following question should be in the checklists used for verifying "unmeasurability" defect type except | is this statement relevant to system objectives and constraints
all of the following quesstion should not be in the checklist used for verifying "ambiguity" defect type except | can this statement be interpreted differently in different relevant contexts
additional sections for preliminary draft proposal | Requirements elicitation
initial sections for preliminary draft proposal and glossary of terms | Domain understanding
consolidated rd, acceptance test data, prototypes | requirements validation & verification
final sections of draft proposal documenting the selected/agreed objectives, requirements, assumptions | Evaluation & agreement
the outputs of "requirements validation & verification" stage of re process are | consolidated rd, acceptance test data, prototypes
the following statement is true or false "goals provide natural way of structuring the requirements document and anchor for risk analysis" | true
in the questionnaires technique for re, stakeholders will be easier to answer questions.. except | a multi-choice question merely requires selecting one..
all of the following are heuristic rules for eliciting preliminary goals, except | refinement by case
a goal g is correctly operationalized in to op1, ...,opn if and only if the specification spec(op1),.. sufficient for ensure g; that are the following, except | {spec(op1),..., Spec(opn)} |  =false
an.. is a statement to be satisfied by the environment and formulated in terms of environmental phenomena | assumption
all of the following are correct inputs of the specification and documentation phase except | system-to-be design documents
which of the following statements about agent capabilities is wrong | an agent monitors an association if its instances can change this association holds between object instances
a Change Control process, the necessity, feasibility, benefits, impact and cost of the requested changes are evaluated by a __________ | Review board;
A goal model makes it possible to capture _______ alternative options | two kinds of (Alternative goal refinements, Alternative responsibility assignments);
a goal refinement graph show the refinement and contribution links among goals. ________ appear as leaf nodes in this graph. | Requirements;
A goal under the responsibility of an agent must be realizable by the agent in view of its ________. | Capabilities;
A meta-model is a conceptual model for the meta-level, the highest level, thus consisting of concepts, relationships, attributes and constraints defined in all levels (meta-, domain- and instance-level). | false;
A particular application of the operation yields a state _______ from a state in InputState to a state in OutputState. | Transition;
A scenario is a temporal sequence of interaction events among agent. | false;
a software solution is developed to address the actual needs of one specific customer in the context of one specific organization | customer-driven;
A specialization link may be introduced in a model between an object SubOb and an object SuperOb if every current instance of _____ is a current instance of _____ as well. | SubOb / SuperOb;
A use case diagram provides an outline view of an operation model by showing the operations that an agent performs together with ________ with other agents. | interaction links.;
A/An ________ designates an object instance to which the operation applies. The state of this instance affects the application of the operation. | Input variable;
A/an _________ is a discrete set of instances of a domain-specific concept that are manipulated by the modelled system | Conceptual object;
which of the following is the correct type of object | (1) : aggregation, (2) : composition
Actigrams (Datagrams) declare activities (data) by their input/output data (producing/consuming activities) and interconnect them through data (___________) dependency links. | Control;
addresses the assignment of responsibilities for achieving the objectives, services, and constraints among the components of the system-to-be | the WHO dimension;
Agent capabilities are defined in terms of the system variables that the agent can _____ and _____ | Monitor / control;
all of the following are main evaluation criteria for selecting preferred countermeasures, except? | the contribution to the core functional requirements;
All of the following are usages of goal categories, except? | goal categories are using for refining and abstracting goals;
All of the following statements about structural consistency of the goal and behavior models are incorrect, EXCEPT? | Every scenario in the behavior model must be covered by at least one goal in the goal model;
All of the following statements about structural consistency of the goal and object models are correct, EXCEPT? | Every goal in the goal model must be existent in the object model;
Among outputs of the requirement engineering process, which output visualizes the system from different perspective? | a. System models
An agent is an ______ system component play a role in goal satisfaction. | Active;
An agent model captures the ____-dimension of requirements engineering | WHO;
all of the followings are main tasks of requirements evaluation & agreement stage of re process, except | identify stakeholders and improvement objectives
An AND-refinement of a goal G into sub-goals G1, G2, …, Gn should be | Complete, consistent, minimal;
An AND-refinement of obstacle O into sub-obstacles O1, O2,…, On should meet the following conditions:Which pair of the arguments is wrong? | 1 & 2;
An AND-refinement states that the parent goal can be satisfied by | all satisfying ___ sub-goals in the refinement.;
An attribute is _______________. | An intrinsic feature of an object regardless of other objects in the model;
An entity is ___________. | None of the others;
An expectation is a goal assigned to a single agent of the _________. | environment;
An object model provides a _________ of the system-as-is and system-to-be. | structural view;
An obstacle is a pre-condition for ______ of some goal, hypothesis or questionable domain property used in the goal model. | non-satisfaction;
An operation model addresses the of requirements engineering by capturing the functional services that the target system should provide in order to meet its goals. | WHAT-dimension
An operationalization diagram is an annotated graph showing the system operations, their ______ to goals in the goal model and input/output links to objects in the object model. | operationalization links;
are lists of questions structured according to the various types of defects | Defect-based checklists;
are used as criteria for selecting system options among multiple alternatives. | Soft goals;
prescribes preferences among alternative system behaviors | soft goals
Assume that risk (r) only cause one consequence (c). Give Likelihood (c) = 0.7, Severity (c) = 5, cost(cm) =  0.5. Exposure(r) = | 3.5;
Because the requirements errors are the most expensive, numerous and persistent software errors, so "requirements inspection & review process" should be applied as soon as possible. | FALSE;
Behavioral goals are used for building _________ specifications of the system. | Operational;
can be helpful for eliciting non-functional requirements related to usability,performance, and costs. | Data Collection;
Choose incorrect definition of the critical systems | a. Critical systems are system whose failure can threaten human life
Components pertaining to the machine's surrounding world will form | Environment of software-to-be;
Conflict management process comprises:(1) the identification of overlapping statements(2) the selection of the best resolutions(3) the generation of conflict resolutions(4) the detection and documentation of conflictsWhich one is the appropriate order: | (1)»(4)»(3)»(2)
Data processing model will show ….? | b. How the data is processed at different stages
Dependency is the most general type of traceability link that can be specialized into _____ and _____ links within a single version. | Use / Derivation;
diagram can be further detailed by indicating explicitly which component controls a shared phenomena, which component constitutes the machine needs to be built, and which components are affected by which requirements. | Problem;
document assumption and requirement changes, we may assign qualitative levels of ________ to the statements, or levels of ________ in the case of multiple variants. | Stability / Commonality;
domain consistency | {oi,dom} |  # false;
Domain pre- and post-conditions are prescriptive. | false;
Domain requirement may include: | C. Both above
domain-completeness | {not O1,not o2,...,not on, dom} |  =o;
Domain-specific checklists specialize the defect-based ones to the specific constructs of the structured, semi-format or formal specification language used in the requirement document. | FALSE;
Each linked object in an association plays specific _____ in the association | role;
entailment | {oi, dom} |  =o;
Entity-relationship models have been widely used in database design. How many relation types between entities in this model? | A. 3
ER diagram is made from three core constructs: entities, __________ and relationships. | Attributes;
External events: the agent associated with the State Machine does not controls. | true;
Figure 4.10 shows an Event Trace Diagram specifying a meeting scheduling scenario. The first event is meetingRequest, ________ by an Initiator instance and _________ by a Scheduler instance. | controlled/monitored;
For a binary decision table with N entry conditions, there must be _______ columns for the table to list all possible combinations of conditions exhaustively. | 2^N;
For each risk, the outcome of the risk analysis and classification process is a statement of acceptability. How many way risk can be categories? | B. 3
For stepwise refinement of a state diagram, we decompose a state into sequential or parallel sub-states. | true;
For stepwise refinement of a state diagram, we may decompose a state into sequential or concurrent sub-states. In both cases, the finer-grained sub-states are called nested states, whereas the super-state is called a _ | Composite state
Give Evaluation Criteria (NFRs) of scheduling Meeting program to quantitative reasoning for evaluation options as below:- Fast responds: (Significance weighting: 0.30; Option 1 score: 0.40)- Realizable response: (Significance weighting: 0.50; Option 1 score: 0.80) Minimal inconvenience: (Significance weighting: 0.10; Option 1 score: 0.30)Which of the following is a total score of option 1? | 0.55;
Given following activities in the requirement engineering process:	(1) Feasibility study(2) Requirement validation(3) Elicitation and analysis(4) Requirement specificationWhat is the right order? | c. (1) => (3) => (4) => (2)
Given that you are at the "Requirements classification and organization"step during the | d. Requirements prioritization and negotiation
Goal obstruction propagates _______ along goal AND-refinement trees | bottom-up;
Goals and obstacles are dual notions. Therefore, we can derive obstacle categories from _____. | Goal categories;
Goals are generally found by top-down ________ of higher-level concerns and by bottom-up ______ from lower-level material such as scenario examples and operational descriptions. | Refinement / abstraction;
Goals provide a basic abstraction for addressing the _____ dimension of requirements engineering. | WHY;
Goals provide a precise ________ for requirements completeness and pertinence. | Role;
How many activities in process of developing a formal specification of a sub-system interface had been introduced in text book? | B. 6
How many main problems need to be checked during feasibility study? | A. 3
How many main processes are introduced in term of requirements engineering process? | C. 4
How many notations have been introduced in Data-flow model? | B. 3
How many parts of requirements document had been suggested in standard IEEE/ANSI 830-1998 (IEEE,1998)? | C. 5
How many principal stages to a change management process had been introduced in text book. | B. 3
How many stage introduced on iterative process of risk analysis? | B. 4
How many types are introduced in term of classification of volatile requirements? | B. 4
In "Traceability management process", which one of the following phases is concerned with four issues: the link granularity, link semantic richness, link accuracy and link overhead? | Establish traceability links;
In a _________ project, a brand new software solution is built from scratch to address problems with the system-as-is and exploit new opportunities from technology evolution or market conditions. | greenfield;
In an operation model, an operation is annotated by individual features such as its and its domain pre- and post-conditions. | Signature
In an SM diagram, a transition is labelled by _____ from a source state to a target state. | an event;
In below requirement statements, which is the user requirement? | a. The software must provide a mean of representing and assessing external files created by other tools
In below statements, which is NOT a correct definition for requirement measures? | c. Ease of use means training time or number of help frames
In figure 11.6, "Train" and "TrainInfo" are classified as | entities;
In figure 13.6, the pair of object instances [PatrID, self] is called | he attributes of event checkOut;
In figure 14.4, which one of the following word is the name of (A): | Association;
In figure 14.6, which one of the following word is the name of (B): | Operationalization;
In figure 14.7, which one of the following word is the name of (C): | BehaviourModel;
In figure 4.11, the "Planning" state (source state) changes to "MeetingScheduled" state (target state) if __________ (the event) occurs and only if _________ (the guard condition) is true. | scheduleDetermination/[No conflicts];
In figure 4.15, the ER diagram is a confusing requirement. | True;
In Figure 4.9, "DenyRequest - <<extend>> - AskConstraints" means: | DenyRequest is an alternative operation of AskConstraints, when the condition named Unauthorized holds;
In Figure 4.9, "DetermineSchedule - <<include>> - ResolveConflicts" means: | ResolveConflicts is a 'sub-operation' of DetermineSchedule;
In obstacle diagram, leaf obstacles are connected to countermeasure goals through __________. | Resolution links;
In positive scenario, the sequence of interactions illustrates a possible way of satisfying an obstacle to a goal. | false;
In requirements validation by specification animation, the _______ is an execution of the software model, and an animation is a visualization of the simulated model in its environment. | Simulation;
In scenario diagram, an interaction is a/an _________. | Instantaneous object;
In specialization, the object SubOb plays the role ______ whereas the object SuperOb plays the inverse role ______. | Specializes  / Generalizes;
in stakeholder-driven elicitation techniques, how many kinds of Interview are traditionally distinguished: | Two
In state machine diagram, the event occurrence is a ________ condition for transition firing, whereas a guard is a ________ condition for firing. | sufficient/necessary;
In system models concept, have been introduced many difference model can be apply for SR study. These models may be used separately or together? | B. Together
In the agent model, an agent ag1 is said to depend on another agent ag2 for a goal G under the responsibility of ag2, if ___’s failure to get G satisfied can result in ___’s failure to get one of its assigned goals satisfied | ag2 / ag1;
in the figure 8.28, the goal refinement pattern is | refinement towards goal realizability;
In the goal model, the finer-grained a goal is, the _______ are required to satisfy it. | fewer agents;
In the requirement statements for a library management system below, which is NOT a non-functional requirement? | c. The system shall allow the users to search for an item by title, author, or ISBN.
In _______ scheme, the agent instance applies the operation when it is really obliged to do so; that is, when one of the operation’s required trigger conditions becomes true | a lazy behavior;
Indicate in items below what is one of fundamental approaches to formal specification have been used to write detailed specifications for industrial software systems. | D. All above
Interviewing is one of technique introduced. This technique inside of what process: | A. Elicitation and Analysis
is a particular case of aggregation whether the composite object Ob and its parts PartObi appear and disappear together in the system. | composition;
is the requirement document item, which cannot be realistically implemented within assigned budget, schedule, or development platform. | Unfeasibility;
Is this true if said: Ethnography is one technique including in requirements elicitation and analysis process | . A. Yes.
Is this true? If said: "Ethnography is particularly effective at discovering of requirements" | A. Yes
Is this true? If said: "The requirements management process includes planning and change management”. | A. Yes
Like in any risk management process, obstacle analysis is an iteration of _______ cycles. | Identify – Assess - Control;
Many components of a CASE tool for structured method support introduced in text book. Show us in list bellow, what is not components had been introduced in text book. | D. No one comply
Many problems can arise when requirements are written in natural language sentences. In list below, show us what not problem of natural language for this case is. | A. To much technical special notations
Many types of interface had been defined. Show us what are interface type have been introduced in the list below | D. All above
n figure 14.4. Which one of the following word is the name of (A) | Association
Normally, how many kinds of information should be included when a standard form is used for specifying functional requirements? | B. 7
